SRN,who,group,qu,rating
1003840,you,ethical,10,5
1003840,you,recreation,11,3
1003840,you,financial,12,5
1003840,you,recreation,13,5
1003840,you,financial,14,5
1003840,you,health,17,5
1003840,you,financial,18,7
1003840,you,recreation,19,5
1003840,you,health,20,6
1003840,you,social,21,2
1003840,you,social,22,4
1003840,you,health,23,5
1003840,you,recreation,24,4
1003840,you,recreation,25,3
1003840,you,health,26,3
1003840,you,social,27,4
1003840,you,social,28,1
1003840,you,ethical,30,6
1003840,other,social,1,1
1003840,other,recreation,2,2
1003840,other,financial,3,3
1003840,other,health,5,2
1003840,other,ethical,6,5
1003840,other,social,7,2
1003840,other,financial,8,5
1003840,other,ethical,9,3
1003840,other,ethical,10,3
1003840,other,recreation,11,2
1003840,other,financial,12,4
1003840,other,recreation,13,6
1003840,other,financial,14,5
1003840,other,health,17,6
1003840,other,financial,18,6
1003840,other,recreation,19,3
1003840,other,health,20,3
1003840,other,social,21,1
1003840,other,social,22,3
1003840,other,health,23,4
1003840,other,recreation,24,3
1003840,other,recreation,25,2
1003840,other,health,26,3
1003840,other,social,27,5
1003840,other,social,28,1
1003840,other,ethical,30,4
1003841,you,social,1,3
1003841,you,recreation,2,5
1003841,you,financial,3,6
1003841,you,health,5,5
1003841,you,ethical,6,7
1003841,you,social,7,1
1003841,you,financial,8,5
1003841,you,ethical,9,7
1003841,you,ethical,10,7
1003841,you,recreation,11,4
1003841,you,financial,12,4
1003841,you,recreation,13,5
1003841,you,financial,14,5
1003841,you,health,17,4
1003841,you,financial,18,7
1003841,you,recreation,19,6
1003841,you,health,20,7
1003841,you,social,21,3
1003841,you,social,22,1
1003841,you,health,23,5
1003841,you,recreation,24,4
1003841,you,recreation,25,4
1003841,you,health,26,4
1003841,you,social,27,3
1003841,you,social,28,3
1003841,you,ethical,30,6
1003841,other,social,1,1
1003841,other,recreation,2,6
1003841,other,financial,3,5
1003841,other,health,5,3
1003841,other,ethical,6,5
1003841,other,social,7,1
1003841,other,financial,8,3
1003841,other,ethical,9,7
1003841,other,ethical,10,7
1003841,other,recreation,11,3
1003841,other,financial,12,3
1003841,other,recreation,13,3
1003841,other,financial,14,5
1003841,other,health,17,2
1003841,other,financial,18,6
1003841,other,recreation,19,7
1003841,other,health,20,4
1003841,other,social,21,1
1003841,other,social,22,1
1003841,other,health,23,2
1003841,other,recreation,24,4
1003841,other,recreation,25,3
1003841,other,health,26,4
1003841,other,social,27,5
1003841,other,social,28,4
1003841,other,ethical,30,6
1003842,you,social,1,3
1003842,you,recreation,2,5
1003842,you,financial,3,7
1003842,you,health,5,3
1003842,you,ethical,6,6
1003842,you,social,7,4
1003842,you,financial,8,3
1003842,you,ethical,9,7
1003842,you,ethical,10,7
1003842,you,recreation,11,5
1003842,you,financial,12,4
1003842,you,recreation,13,4
1003842,you,financial,14,6
1003842,you,health,17,6
1003842,you,financial,18,4
1003842,you,recreation,19,5
1003842,you,health,20,7
1003842,you,social,21,3
1003842,you,social,22,3
1003842,you,health,23,5
1003842,you,recreation,24,5
1003842,you,recreation,25,6
1003842,you,health,26,4
1003842,you,social,27,4
1003842,you,social,28,2
1003842,you,ethical,30,7
1003842,other,social,1,2
1003842,other,recreation,2,3
1003842,other,financial,3,6
1003842,other,health,5,3
1003842,other,ethical,6,6
1003842,other,social,7,4
1003842,other,financial,8,1
1003842,other,ethical,9,6
1003842,other,ethical,10,5
1003842,other,recreation,11,3
1003842,other,financial,12,4
1003842,other,recreation,13,2
1003842,other,financial,14,5
1003842,other,health,17,5
1003842,other,financial,18,3
1003842,other,recreation,19,4
1003842,other,health,20,7
1003842,other,social,21,1
1003842,other,social,22,3
1003842,other,health,23,5
1003842,other,recreation,24,4
1003842,other,recreation,25,6
1003842,other,health,26,4
1003842,other,social,27,1
1003842,other,social,28,1
1003842,other,ethical,30,7
1003843,you,social,1,1
1003843,you,recreation,2,4
1003843,you,financial,3,6
1003843,you,health,5,6
1003843,you,ethical,6,7
1003843,you,social,7,3
1003843,you,financial,8,4
1003843,you,ethical,9,7
1003843,you,ethical,10,7
1003843,you,recreation,11,5
1003843,you,financial,12,2
1003843,you,recreation,13,3
1003843,you,financial,14,6
1003843,you,health,17,6
1003843,you,financial,18,7
1003843,you,recreation,19,5
1003843,you,health,20,7
1003843,you,social,21,3
1003843,you,social,22,3
1003843,you,health,23,6
1003843,you,recreation,24,6
1003843,you,recreation,25,6
1003843,you,health,26,6
1003843,you,social,27,5
1003843,you,social,28,4
1003843,you,ethical,30,7
1003843,other,social,1,1
1003843,other,recreation,2,4
1003843,other,financial,3,6
1003843,other,health,5,6
1003843,other,ethical,6,7
1003843,other,social,7,1
1003843,other,financial,8,2
1003843,other,ethical,9,7
1003843,other,ethical,10,6
1003843,other,recreation,11,3
1003843,other,financial,12,1
1003843,other,recreation,13,2
1003843,other,financial,14,5
1003843,other,health,17,5
1003843,other,financial,18,4
1003843,other,recreation,19,4
1003843,other,health,20,6
1003843,other,social,21,2
1003843,other,social,22,2
1003843,other,health,23,5
1003843,other,recreation,24,4
1003843,other,recreation,25,5
1003843,other,health,26,6
1003843,other,social,27,3
1003843,other,social,28,4
1003843,other,ethical,30,6
1003844,you,social,1,3
1003844,you,recreation,2,4
1003844,you,financial,3,6
1003844,you,health,5,5
1003844,you,ethical,6,7
1003844,you,social,7,3
1003844,you,financial,8,4
1003844,you,ethical,9,7
1003844,you,ethical,10,3
1003844,you,recreation,11,5
1003844,you,financial,12,3
1003844,you,recreation,13,4
1003844,you,financial,14,4
1003844,you,health,17,6
1003844,you,financial,18,4
1003844,you,recreation,19,4
1003844,you,health,20,6
1003844,you,social,21,1
1003844,you,social,22,2
1003844,you,health,23,6
1003844,you,recreation,24,4
1003844,you,recreation,25,4
1003844,you,health,26,4
1003844,you,social,27,4
1003844,you,social,28,3
1003844,you,ethical,30,7
1003844,other,social,1,1
1003844,other,recreation,2,3
1003844,other,financial,3,5
1003844,other,health,5,5
1003844,other,ethical,6,6
1003844,other,social,7,1
1003844,other,financial,8,2
1003844,other,ethical,9,5
1003844,other,ethical,10,2
1003844,other,recreation,11,2
1003844,other,financial,12,2
1003844,other,recreation,13,3
1003844,other,financial,14,3
1003844,other,health,17,6
1003844,other,financial,18,2
1003844,other,recreation,19,3
1003844,other,health,20,5
1003844,other,social,21,1
1003844,other,social,22,1
1003844,other,health,23,6
1003844,other,recreation,24,4
1003844,other,recreation,25,3
1003844,other,health,26,4
1003844,other,social,27,3
1003844,other,social,28,3
1003844,other,ethical,30,6
1003845,you,social,1,3
1003845,you,recreation,2,5
1003845,you,financial,3,4
1003845,you,health,5,4
1003845,you,ethical,6,5
1003845,you,social,7,3
1003845,you,financial,8,5
1003845,you,ethical,9,7
1003845,you,ethical,10,5
1003845,you,recreation,11,5
1003845,you,financial,12,5
1003845,you,recreation,13,5
1003845,you,financial,14,6
1003845,you,health,17,6
1003845,you,financial,18,6
1003845,you,recreation,19,5
1003845,you,health,20,5
1003845,you,social,21,2
1003845,you,social,22,3
1003845,you,health,23,6
1003845,you,recreation,24,3
1003845,you,recreation,25,3
1003845,you,health,26,4
1003845,you,social,27,2
1003845,you,social,28,1
1003845,you,ethical,30,6
1003845,other,social,1,1
1003845,other,recreation,2,5
1003845,other,financial,3,3
1003845,other,health,5,4
1003845,other,ethical,6,5
1003845,other,social,7,4
1003845,other,financial,8,3
1003845,other,ethical,9,5
1003845,other,ethical,10,4
1003845,other,recreation,11,3
1003845,other,financial,12,3
1003845,other,recreation,13,4
1003845,other,financial,14,4
1003845,other,health,17,6
1003845,other,financial,18,7
1003845,other,recreation,19,5
1003845,other,health,20,5
1003845,other,social,21,1
1003845,other,social,22,1
1003845,other,health,23,7
1003845,other,recreation,24,1
1003845,other,recreation,25,1
1003845,other,health,26,4
1003845,other,social,27,1
1003845,other,social,28,1
1003845,other,ethical,30,7
1003846,you,social,1,3
1003846,you,recreation,2,2
1003846,you,financial,3,5
1003846,you,health,5,5
1003846,you,ethical,6,7
1003846,you,social,7,3
1003846,you,financial,8,5
1003846,you,ethical,9,5
1003846,you,ethical,10,6
1003846,you,recreation,11,2
1003846,you,financial,12,5
1003846,you,recreation,13,5
1003846,you,financial,14,4
1003846,you,health,17,4
1003846,you,financial,18,6
1003846,you,recreation,19,4
1003846,you,health,20,5
1003846,you,social,21,3
1003846,you,social,22,4
1003846,you,health,23,7
1003846,you,recreation,24,3
1003846,you,recreation,25,3
1003846,you,health,26,5
1003846,you,social,27,3
1003846,you,social,28,5
1003846,you,ethical,30,6
1003846,other,social,1,2
1003846,other,recreation,2,2
1003846,other,financial,3,4
1003846,other,health,5,4
1003846,other,ethical,6,7
1003846,other,social,7,4
1003846,other,financial,8,4
1003846,other,ethical,9,3
1003846,other,ethical,10,6
1003846,other,recreation,11,2
1003846,other,financial,12,3
1003846,other,recreation,13,5
1003846,other,financial,14,6
1003846,other,health,17,4
1003846,other,financial,18,5
1003846,other,recreation,19,4
1003846,other,health,20,5
1003846,other,social,21,3
1003846,other,social,22,3
1003846,other,health,23,7
1003846,other,recreation,24,1
1003846,other,recreation,25,1
1003846,other,health,26,2
1003846,other,social,27,2
1003846,other,social,28,4
1003846,other,ethical,30,5
1003847,you,social,1,4
1003847,you,recreation,2,5
1003847,you,financial,3,7
1003847,you,health,5,7
1003847,you,ethical,6,7
1003847,you,social,7,4
1003847,you,financial,8,5
1003847,you,ethical,9,7
1003847,you,ethical,10,7
1003847,you,recreation,11,4
1003847,you,financial,12,5
1003847,you,recreation,13,4
1003847,you,financial,14,5
1003847,you,health,17,6
1003847,you,financial,18,4
1003847,you,recreation,19,5
1003847,you,health,20,6
1003847,you,social,21,3
1003847,you,social,22,2
1003847,you,health,23,7
1003847,you,recreation,24,3
1003847,you,recreation,25,4
1003847,you,health,26,7
1003847,you,social,27,4
1003847,you,social,28,4
1003847,you,ethical,30,7
1003847,other,social,1,2
1003847,other,recreation,2,4
1003847,other,financial,3,6
1003847,other,health,5,5
1003847,other,ethical,6,6
1003847,other,social,7,2
1003847,other,financial,8,4
1003847,other,ethical,9,7
1003847,other,ethical,10,6
1003847,other,recreation,11,6
1003847,other,financial,12,4
1003847,other,recreation,13,4
1003847,other,financial,14,2
1003847,other,health,17,5
1003847,other,financial,18,3
1003847,other,recreation,19,4
1003847,other,health,20,5
1003847,other,social,21,1
1003847,other,social,22,1
1003847,other,health,23,7
1003847,other,recreation,24,4
1003847,other,recreation,25,4
1003847,other,health,26,7
1003847,other,social,27,2
1003847,other,social,28,2
1003847,other,ethical,30,6
1003848,you,social,1,1
1003848,you,recreation,2,7
1003848,you,financial,3,2
1003848,you,health,5,6
1003848,you,ethical,6,7
1003848,you,social,7,2
1003848,you,financial,8,5
1003848,you,ethical,9,3
1003848,you,ethical,10,7
1003848,you,recreation,11,5
1003848,you,financial,12,2
1003848,you,recreation,13,6
1003848,you,financial,14,6
1003848,you,health,17,6
1003848,you,financial,18,7
1003848,you,recreation,19,4
1003848,you,health,20,7
1003848,you,social,21,2
1003848,you,social,22,3
1003848,you,health,23,6
1003848,you,recreation,24,4
1003848,you,recreation,25,4
1003848,you,health,26,3
1003848,you,social,27,2
1003848,you,social,28,2
1003848,you,ethical,30,7
1003848,other,social,1,1
1003848,other,recreation,2,6
1003848,other,financial,3,1
1003848,other,health,5,4
1003848,other,ethical,6,7
1003848,other,social,7,1
1003848,other,financial,8,3
1003848,other,ethical,9,3
1003848,other,ethical,10,7
1003848,other,recreation,11,4
1003848,other,financial,12,1
1003848,other,recreation,13,4
1003848,other,financial,14,5
1003848,other,health,17,5
1003848,other,financial,18,5
1003848,other,recreation,19,2
1003848,other,health,20,6
1003848,other,social,21,1
1003848,other,social,22,1
1003848,other,health,23,6
1003848,other,recreation,24,4
1003848,other,recreation,25,2
1003848,other,health,26,4
1003848,other,social,27,1
1003848,other,social,28,1
1003848,other,ethical,30,6
1003849,you,social,1,1
1003849,you,recreation,2,6
1003849,you,financial,3,4
1003849,you,health,5,6
1003849,you,ethical,6,6
1003849,you,social,7,3
1003849,you,financial,8,3
1003849,you,ethical,9,7
1003849,you,ethical,10,7
1003849,you,recreation,11,5
1003849,you,financial,12,4
1003849,you,recreation,13,5
1003849,you,financial,14,5
1003849,you,health,17,5
1003849,you,financial,18,6
1003849,you,recreation,19,4
1003849,you,health,20,7
1003849,you,social,21,2
1003849,you,social,22,1
1003849,you,health,23,5
1003849,you,recreation,24,5
1003849,you,recreation,25,3
1003849,you,health,26,6
1003849,you,social,27,2
1003849,you,social,28,2
1003849,you,ethical,30,7
1003849,other,social,1,1
1003849,other,recreation,2,6
1003849,other,financial,3,2
1003849,other,health,5,6
1003849,other,ethical,6,5
1003849,other,social,7,3
1003849,other,financial,8,3
1003849,other,ethical,9,6
1003849,other,ethical,10,5
1003849,other,recreation,11,5
1003849,other,financial,12,2
1003849,other,recreation,13,4
1003849,other,financial,14,5
1003849,other,health,17,4
1003849,other,financial,18,5
1003849,other,recreation,19,2
1003849,other,health,20,6
1003849,other,social,21,1
1003849,other,social,22,2
1003849,other,health,23,4
1003849,other,recreation,24,6
1003849,other,recreation,25,4
1003849,other,health,26,5
1003849,other,social,27,1
1003849,other,social,28,1
1003849,other,ethical,30,7
1003850,you,social,1,3
1003850,you,recreation,2,6
1003850,you,financial,3,6
1003850,you,health,5,7
1003850,you,ethical,6,7
1003850,you,social,7,3
1003850,you,financial,8,7
1003850,you,ethical,9,5
1003850,you,ethical,10,6
1003850,you,recreation,11,3
1003850,you,financial,12,5
1003850,you,recreation,13,5
1003850,you,financial,14,5
1003850,you,health,17,5
1003850,you,financial,18,4
1003850,you,recreation,19,6
1003850,you,health,20,5
1003850,you,social,21,3
1003850,you,social,22,1
1003850,you,health,23,5
1003850,you,recreation,24,5
1003850,you,recreation,25,4
1003850,you,health,26,3
1003850,you,social,27,2
1003850,you,social,28,5
1003850,you,ethical,30,7
1003850,other,social,1,2
1003850,other,recreation,2,4
1003850,other,financial,3,5
1003850,other,health,5,5
1003850,other,ethical,6,7
1003850,other,social,7,2
1003850,other,financial,8,7
1003850,other,ethical,9,4
1003850,other,ethical,10,4
1003850,other,recreation,11,3
1003850,other,financial,12,4
1003850,other,recreation,13,3
1003850,other,financial,14,4
1003850,other,health,17,4
1003850,other,financial,18,3
1003850,other,recreation,19,5
1003850,other,health,20,5
1003850,other,social,21,1
1003850,other,social,22,1
1003850,other,health,23,4
1003850,other,recreation,24,4
1003850,other,recreation,25,1
1003850,other,health,26,2
1003850,other,social,27,1
1003850,other,social,28,3
1003850,other,ethical,30,6
1003851,you,social,1,2
1003851,you,recreation,2,4
1003851,you,financial,3,6
1003851,you,health,5,5
1003851,you,ethical,6,7
1003851,you,social,7,3
1003851,you,financial,8,3
1003851,you,ethical,9,7
1003851,you,ethical,10,7
1003851,you,recreation,11,4
1003851,you,financial,12,4
1003851,you,recreation,13,5
1003851,you,financial,14,4
1003851,you,health,17,6
1003851,you,financial,18,5
1003851,you,recreation,19,3
1003851,you,health,20,6
1003851,you,social,21,2
1003851,you,social,22,2
1003851,you,health,23,3
1003851,you,recreation,24,5
1003851,you,recreation,25,3
1003851,you,health,26,5
1003851,you,social,27,2
1003851,you,social,28,1
1003851,you,ethical,30,6
1003851,other,social,1,1
1003851,other,recreation,2,2
1003851,other,financial,3,5
1003851,other,health,5,6
1003851,other,ethical,6,5
1003851,other,social,7,2
1003851,other,financial,8,3
1003851,other,ethical,9,6
1003851,other,ethical,10,6
1003851,other,recreation,11,4
1003851,other,financial,12,3
1003851,other,recreation,13,5
1003851,other,financial,14,3
1003851,other,health,17,4
1003851,other,financial,18,5
1003851,other,recreation,19,2
1003851,other,health,20,4
1003851,other,social,21,1
1003851,other,social,22,2
1003851,other,health,23,2
1003851,other,recreation,24,5
1003851,other,recreation,25,1
1003851,other,health,26,4
1003851,other,social,27,2
1003851,other,social,28,1
1003851,other,ethical,30,5
1003852,you,social,1,3
1003852,you,recreation,2,4
1003852,you,financial,3,6
1003852,you,health,5,4
1003852,you,ethical,6,4
1003852,you,social,7,5
1003852,you,financial,8,7
1003852,you,ethical,9,4
1003852,you,ethical,10,6
1003852,you,recreation,11,5
1003852,you,financial,12,4
1003852,you,recreation,13,3
1003852,you,financial,14,7
1003852,you,health,17,6
1003852,you,financial,18,5
1003852,you,recreation,19,7
1003852,you,health,20,4
1003852,you,social,21,3
1003852,you,social,22,3
1003852,you,health,23,7
1003852,you,recreation,24,3
1003852,you,recreation,25,6
1003852,you,health,26,4
1003852,you,social,27,3
1003852,you,social,28,3
1003852,you,ethical,30,5
1003852,other,social,1,1
1003852,other,recreation,2,2
1003852,other,financial,3,5
1003852,other,health,5,2
1003852,other,ethical,6,4
1003852,other,social,7,3
1003852,other,financial,8,7
1003852,other,ethical,9,3
1003852,other,ethical,10,7
1003852,other,recreation,11,5
1003852,other,financial,12,2
1003852,other,recreation,13,3
1003852,other,financial,14,4
1003852,other,health,17,4
1003852,other,financial,18,2
1003852,other,recreation,19,5
1003852,other,health,20,4
1003852,other,social,21,1
1003852,other,social,22,1
1003852,other,health,23,7
1003852,other,recreation,24,2
1003852,other,recreation,25,5
1003852,other,health,26,3
1003852,other,social,27,3
1003852,other,social,28,3
1003852,other,ethical,30,3
1003853,you,social,1,2
1003853,you,recreation,2,3
1003853,you,financial,3,4
1003853,you,health,5,6
1003853,you,ethical,6,7
1003853,you,social,7,2
1003853,you,financial,8,4
1003853,you,ethical,9,7
1003853,you,ethical,10,7
1003853,you,recreation,11,5
1003853,you,financial,12,5
1003853,you,recreation,13,4
1003853,you,financial,14,7
1003853,you,health,17,5
1003853,you,financial,18,5
1003853,you,recreation,19,4
1003853,you,health,20,5
1003853,you,social,21,3
1003853,you,social,22,1
1003853,you,health,23,5
1003853,you,recreation,24,6
1003853,you,recreation,25,4
1003853,you,health,26,5
1003853,you,social,27,2
1003853,you,social,28,3
1003853,you,ethical,30,7
1003853,other,social,1,2
1003853,other,recreation,2,1
1003853,other,financial,3,4
1003853,other,health,5,3
1003853,other,ethical,6,7
1003853,other,social,7,1
1003853,other,financial,8,2
1003853,other,ethical,9,6
1003853,other,ethical,10,7
1003853,other,recreation,11,4
1003853,other,financial,12,4
1003853,other,recreation,13,3
1003853,other,financial,14,7
1003853,other,health,17,3
1003853,other,financial,18,3
1003853,other,recreation,19,1
1003853,other,health,20,2
1003853,other,social,21,2
1003853,other,social,22,1
1003853,other,health,23,4
1003853,other,recreation,24,4
1003853,other,recreation,25,3
1003853,other,health,26,3
1003853,other,social,27,2
1003853,other,social,28,2
1003853,other,ethical,30,5
1003854,you,social,1,5
1003854,you,recreation,2,4
1003854,you,financial,3,6
1003854,you,health,5,4
1003854,you,ethical,6,7
1003854,you,social,7,4
1003854,you,financial,8,3
1003854,you,ethical,9,5
1003854,you,ethical,10,7
1003854,you,recreation,11,4
1003854,you,financial,12,4
1003854,you,recreation,13,5
1003854,you,financial,14,5
1003854,you,health,17,5
1003854,you,financial,18,6
1003854,you,recreation,19,4
1003854,you,health,20,6
1003854,you,social,21,4
1003854,you,social,22,3
1003854,you,health,23,4
1003854,you,recreation,24,3
1003854,you,recreation,25,5
1003854,you,health,26,5
1003854,you,social,27,2
1003854,you,social,28,4
1003854,you,ethical,30,7
1003854,other,social,1,4
1003854,other,recreation,2,4
1003854,other,financial,3,6
1003854,other,health,5,4
1003854,other,ethical,6,5
1003854,other,social,7,2
1003854,other,financial,8,1
1003854,other,ethical,9,5
1003854,other,ethical,10,6
1003854,other,recreation,11,4
1003854,other,financial,12,4
1003854,other,recreation,13,5
1003854,other,financial,14,4
1003854,other,health,17,4
1003854,other,financial,18,5
1003854,other,recreation,19,5
1003854,other,health,20,6
1003854,other,social,21,3
1003854,other,social,22,1
1003854,other,health,23,4
1003854,other,recreation,24,4
1003854,other,recreation,25,5
1003854,other,health,26,4
1003854,other,social,27,1
1003854,other,social,28,2
1003854,other,ethical,30,6
1003855,you,social,1,1
1003855,you,recreation,2,5
1003855,you,financial,3,7
1003855,you,health,5,5
1003855,you,ethical,6,7
1003855,you,social,7,2
1003855,you,financial,8,6
1003855,you,ethical,9,7
1003855,you,ethical,10,7
1003855,you,recreation,11,5
1003855,you,financial,12,5
1003855,you,recreation,13,5
1003855,you,financial,14,7
1003855,you,health,17,6
1003855,you,financial,18,4
1003855,you,recreation,19,5
1003855,you,health,20,7
1003855,you,social,21,5
1003855,you,social,22,1
1003855,you,health,23,5
1003855,you,recreation,24,5
1003855,you,recreation,25,4
1003855,you,health,26,2
1003855,you,social,27,2
1003855,you,social,28,2
1003855,you,ethical,30,7
1003855,other,social,1,1
1003855,other,recreation,2,5
1003855,other,financial,3,4
1003855,other,health,5,5
1003855,other,ethical,6,7
1003855,other,social,7,2
1003855,other,financial,8,6
1003855,other,ethical,9,6
1003855,other,ethical,10,7
1003855,other,recreation,11,4
1003855,other,financial,12,3
1003855,other,recreation,13,3
1003855,other,financial,14,6
1003855,other,health,17,4
1003855,other,financial,18,4
1003855,other,recreation,19,4
1003855,other,health,20,6
1003855,other,social,21,5
1003855,other,social,22,3
1003855,other,health,23,4
1003855,other,recreation,24,4
1003855,other,recreation,25,5
1003855,other,health,26,3
1003855,other,social,27,1
1003855,other,social,28,2
1003855,other,ethical,30,5
1003856,you,social,1,3
1003856,you,recreation,2,5
1003856,you,financial,3,6
1003856,you,health,5,4
1003856,you,ethical,6,7
1003856,you,social,7,2
1003856,you,financial,8,5
1003856,you,ethical,9,7
1003856,you,ethical,10,5
1003856,you,recreation,11,4
1003856,you,financial,12,4
1003856,you,recreation,13,4
1003856,you,financial,14,4
1003856,you,health,17,6
1003856,you,financial,18,6
1003856,you,recreation,19,4
1003856,you,health,20,5
1003856,you,social,21,5
1003856,you,social,22,2
1003856,you,health,23,4
1003856,you,recreation,24,3
1003856,you,recreation,25,5
1003856,you,health,26,3
1003856,you,social,27,1
1003856,you,social,28,2
1003856,you,ethical,30,6
1003856,other,social,1,2
1003856,other,recreation,2,3
1003856,other,financial,3,5
1003856,other,health,5,3
1003856,other,ethical,6,7
1003856,other,social,7,1
1003856,other,financial,8,4
1003856,other,ethical,9,6
1003856,other,ethical,10,4
1003856,other,recreation,11,4
1003856,other,financial,12,3
1003856,other,recreation,13,4
1003856,other,financial,14,4
1003856,other,health,17,5
1003856,other,financial,18,4
1003856,other,recreation,19,3
1003856,other,health,20,3
1003856,other,social,21,5
1003856,other,social,22,1
1003856,other,health,23,4
1003856,other,recreation,24,3
1003856,other,recreation,25,4
1003856,other,health,26,2
1003856,other,social,27,1
1003856,other,social,28,1
1003856,other,ethical,30,3
1003857,you,social,1,3
1003857,you,recreation,2,4
1003857,you,financial,3,5
1003857,you,health,5,7
1003857,you,ethical,6,6
1003857,you,social,7,3
1003857,you,financial,8,6
1003857,you,ethical,9,6
1003857,you,ethical,10,7
1003857,you,recreation,11,4
1003857,you,financial,12,4
1003857,you,recreation,13,3
1003857,you,financial,14,6
1003857,you,health,17,7
1003857,you,financial,18,4
1003857,you,recreation,19,6
1003857,you,health,20,6
1003857,you,social,21,3
1003857,you,social,22,2
1003857,you,health,23,6
1003857,you,recreation,24,4
1003857,you,recreation,25,4
1003857,you,health,26,5
1003857,you,social,27,1
1003857,you,social,28,3
1003857,you,ethical,30,6
1003857,other,social,1,1
1003857,other,recreation,2,2
1003857,other,financial,3,3
1003857,other,health,5,7
1003857,other,ethical,6,6
1003857,other,social,7,1
1003857,other,financial,8,3
1003857,other,ethical,9,6
1003857,other,ethical,10,6
1003857,other,recreation,11,3
1003857,other,financial,12,3
1003857,other,recreation,13,1
1003857,other,financial,14,6
1003857,other,health,17,7
1003857,other,financial,18,3
1003857,other,recreation,19,4
1003857,other,health,20,4
1003857,other,social,21,1
1003857,other,social,22,1
1003857,other,health,23,6
1003857,other,recreation,24,1
1003857,other,recreation,25,3
1003857,other,health,26,3
1003857,other,social,27,1
1003857,other,social,28,3
1003857,other,ethical,30,5
1003858,you,social,1,6
1003858,you,recreation,2,4
1003858,you,financial,3,2
1003858,you,health,5,4
1003858,you,ethical,6,5
1003858,you,social,7,3
1003858,you,financial,8,3
1003858,you,ethical,9,7
1003858,you,ethical,10,7
1003858,you,recreation,11,6
1003858,you,financial,12,6
1003858,you,recreation,13,5
1003858,you,financial,14,4
1003858,you,health,17,7
1003858,you,financial,18,6
1003858,you,recreation,19,3
1003858,you,health,20,7
1003858,you,social,21,4
1003858,you,social,22,2
1003858,you,health,23,6
1003858,you,recreation,24,5
1003858,you,recreation,25,6
1003858,you,health,26,7
1003858,you,social,27,4
1003858,you,social,28,4
1003858,you,ethical,30,7
1003858,other,social,1,5
1003858,other,recreation,2,3
1003858,other,financial,3,1
1003858,other,health,5,3
1003858,other,ethical,6,6
1003858,other,social,7,3
1003858,other,financial,8,3
1003858,other,ethical,9,7
1003858,other,ethical,10,7
1003858,other,recreation,11,4
1003858,other,financial,12,6
1003858,other,recreation,13,3
1003858,other,financial,14,2
1003858,other,health,17,6
1003858,other,financial,18,5
1003858,other,recreation,19,2
1003858,other,health,20,7
1003858,other,social,21,2
1003858,other,social,22,1
1003858,other,health,23,5
1003858,other,recreation,24,5
1003858,other,recreation,25,4
1003858,other,health,26,5
1003858,other,social,27,3
1003858,other,social,28,2
1003858,other,ethical,30,7
1003859,you,social,1,3
1003859,you,recreation,2,5
1003859,you,financial,3,5
1003859,you,health,5,5
1003859,you,ethical,6,4
1003859,you,social,7,2
1003859,you,financial,8,3
1003859,you,ethical,9,3
1003859,you,ethical,10,7
1003859,you,recreation,11,3
1003859,you,financial,12,6
1003859,you,recreation,13,5
1003859,you,financial,14,5
1003859,you,health,17,4
1003859,you,financial,18,4
1003859,you,recreation,19,4
1003859,you,health,20,3
1003859,you,social,21,2
1003859,you,social,22,3
1003859,you,health,23,7
1003859,you,recreation,24,5
1003859,you,recreation,25,7
1003859,you,health,26,4
1003859,you,social,27,3
1003859,you,social,28,3
1003859,you,ethical,30,7
1003859,other,social,1,3
1003859,other,recreation,2,4
1003859,other,financial,3,5
1003859,other,health,5,3
1003859,other,ethical,6,4
1003859,other,social,7,1
1003859,other,financial,8,2
1003859,other,ethical,9,1
1003859,other,ethical,10,6
1003859,other,recreation,11,2
1003859,other,financial,12,5
1003859,other,recreation,13,4
1003859,other,financial,14,5
1003859,other,health,17,1
1003859,other,financial,18,3
1003859,other,recreation,19,2
1003859,other,health,20,2
1003859,other,social,21,1
1003859,other,social,22,2
1003859,other,health,23,5
1003859,other,recreation,24,4
1003859,other,recreation,25,7
1003859,other,health,26,4
1003859,other,social,27,2
1003859,other,social,28,2
1003859,other,ethical,30,6
1003860,you,social,1,2
1003860,you,recreation,2,5
1003860,you,financial,3,7
1003860,you,health,5,6
1003860,you,ethical,6,6
1003860,you,social,7,3
1003860,you,financial,8,5
1003860,you,ethical,9,6
1003860,you,ethical,10,7
1003860,you,recreation,11,6
1003860,you,financial,12,6
1003860,you,recreation,13,5
1003860,you,financial,14,7
1003860,you,health,17,4
1003860,you,financial,18,4
1003860,you,recreation,19,5
1003860,you,health,20,7
1003860,you,social,21,4
1003860,you,social,22,3
1003860,you,health,23,6
1003860,you,recreation,24,5
1003860,you,recreation,25,3
1003860,you,health,26,6
1003860,you,social,27,2
1003860,you,social,28,4
1003860,you,ethical,30,5
1003860,other,social,1,1
1003860,other,recreation,2,4
1003860,other,financial,3,6
1003860,other,health,5,4
1003860,other,ethical,6,7
1003860,other,social,7,1
1003860,other,financial,8,3
1003860,other,ethical,9,4
1003860,other,ethical,10,5
1003860,other,recreation,11,5
1003860,other,financial,12,6
1003860,other,recreation,13,3
1003860,other,financial,14,6
1003860,other,health,17,2
1003860,other,financial,18,6
1003860,other,recreation,19,3
1003860,other,health,20,5
1003860,other,social,21,1
1003860,other,social,22,3
1003860,other,health,23,6
1003860,other,recreation,24,5
