subj,sex,medit,block,trial,word,pic,congru,acc,rt
137,female,meditate,2,60,cake,cherry,incong,1,288
138,female,meditate,1,1,dog,dog,cong,1,447
138,female,meditate,1,2,carrot,carrot,cong,0,495
138,female,meditate,1,3,horse,apple,incong,1,240
138,female,meditate,1,4,cherry,hat,incong,1,255
138,female,meditate,1,5,hat,hat,cong,1,450
138,female,meditate,1,6,orange,orange,cong,1,468
138,female,meditate,1,7,apple,apple,cong,0,465
138,female,meditate,1,8,car,scissors,incong,1,306
138,female,meditate,1,9,cherry,cherry,cong,1,510
138,female,meditate,1,10,pizza,pizza,cong,1,531
138,female,meditate,1,11,anchor,anchor,cong,1,499
138,female,meditate,1,12,moon,moon,cong,1,479
138,female,meditate,1,13,tree,tree,cong,1,530
138,female,meditate,1,14,burger,burger,cong,1,479
138,female,meditate,1,15,hat,cake,incong,1,209
138,female,meditate,1,16,carrot,ball,incong,1,234
138,female,meditate,1,17,burger,cat,incong,1,197
138,female,meditate,1,18,scissors,scissors,cong,1,484
138,female,meditate,1,19,moon,horse,incong,0,247
138,female,meditate,1,20,scissors,anchor,incong,1,320
138,female,meditate,1,21,drill,dog,incong,1,310
138,female,meditate,1,22,fork,fork,cong,1,506
138,female,meditate,1,23,ball,ball,cong,0,460
138,female,meditate,1,24,bus,tree,incong,1,196
138,female,meditate,1,25,boat,shoe,incong,1,225
138,female,meditate,1,26,pizza,church,incong,1,201
138,female,meditate,1,27,drill,drill,cong,0,522
138,female,meditate,1,28,hammer,hammer,cong,1,456
138,female,meditate,1,29,anchor,plate,incong,1,257
138,female,meditate,1,30,cup,cup,cong,1,452
138,female,meditate,2,31,tree,moon,incong,0,313
138,female,meditate,2,32,stapler,stapler,cong,1,583
138,female,meditate,2,33,boat,boat,cong,1,512
138,female,meditate,2,34,shoe,shoe,cong,0,537
138,female,meditate,2,35,star,lemon,incong,1,357
138,female,meditate,2,36,star,star,cong,0,644
138,female,meditate,2,37,hammer,burger,incong,1,427
138,female,meditate,2,38,cake,cake,cong,1,693
138,female,meditate,2,39,orange,cherry,incong,1,254
138,female,meditate,2,40,car,car,cong,1,473
138,female,meditate,2,41,cat,stapler,incong,0,427
138,female,meditate,2,42,cake,bus,incong,1,288
138,female,meditate,2,43,lemon,lemon,cong,0,486
138,female,meditate,2,44,plate,boat,incong,1,223
138,female,meditate,2,45,spoon,pizza,incong,1,300
138,female,meditate,2,46,shoe,hammer,incong,1,245
138,female,meditate,2,47,cat,cat,cong,1,538
138,female,meditate,2,48,horse,horse,cong,1,501
138,female,meditate,2,49,cup,spoon,incong,1,318
138,female,meditate,2,50,ball,car,incong,1,263
138,female,meditate,2,51,church,cup,incong,1,393
138,female,meditate,2,52,lemon,carrot,incong,1,338
138,female,meditate,2,53,fork,fork,cong,1,431
138,female,meditate,2,54,apple,orange,incong,1,299
138,female,meditate,2,55,church,church,cong,0,466
138,female,meditate,2,56,stapler,drill,incong,0,376
138,female,meditate,2,57,dog,star,incong,1,322
138,female,meditate,2,58,bus,bus,cong,1,468
138,female,meditate,2,59,plate,plate,cong,1,486
138,female,meditate,2,60,spoon,spoon,cong,1,573
139,female,meditate,1,1,church,church,cong,0,478
139,female,meditate,1,2,car,car,cong,1,567
139,female,meditate,1,3,shoe,scissors,incong,1,359
139,female,meditate,1,4,tree,tree,cong,0,526
139,female,meditate,1,5,stapler,stapler,cong,1,503
139,female,meditate,1,6,carrot,carrot,cong,1,389
139,female,meditate,1,7,hat,hat,cong,1,474
139,female,meditate,1,8,church,stapler,incong,1,353
139,female,meditate,1,9,cup,cup,cong,1,533
139,female,meditate,1,10,cake,cake,cong,1,467
139,female,meditate,1,11,plate,cherry,incong,1,558
139,female,meditate,1,12,ball,ball,cong,1,489
139,female,meditate,1,13,orange,orange,cong,1,463
139,female,meditate,1,14,shoe,shoe,cong,1,552
139,female,meditate,1,15,scissors,scissors,cong,1,482
139,female,meditate,1,16,spoon,spoon,cong,1,465
139,female,meditate,1,17,plate,plate,cong,1,484
139,female,meditate,1,18,fork,ball,incong,1,463
139,female,meditate,1,19,apple,plate,incong,1,350
139,female,meditate,1,20,car,tree,incong,1,432
139,female,meditate,1,21,dog,anchor,incong,1,407
139,female,meditate,1,22,hammer,cake,incong,1,495
139,female,meditate,1,23,star,star,cong,0,485
139,female,meditate,1,24,bus,drill,incong,1,409
139,female,meditate,1,25,horse,horse,cong,1,469
139,female,meditate,1,26,lemon,lemon,cong,1,470
139,female,meditate,1,27,cup,apple,incong,1,352
139,female,meditate,1,28,horse,church,incong,1,406
139,female,meditate,1,29,moon,star,incong,1,445
139,female,meditate,1,30,pizza,pizza,cong,1,489
139,female,meditate,2,31,burger,fork,incong,1,453
139,female,meditate,2,32,cat,cat,cong,1,551
139,female,meditate,2,33,anchor,hammer,incong,1,402
139,female,meditate,2,34,tree,pizza,incong,1,254
139,female,meditate,2,35,spoon,dog,incong,1,494
139,female,meditate,2,36,cherry,cherry,cong,1,530
139,female,meditate,2,37,scissors,car,incong,1,300
139,female,meditate,2,38,dog,dog,cong,1,591
139,female,meditate,2,39,lemon,cat,incong,1,336
139,female,meditate,2,40,burger,burger,cong,1,493
139,female,meditate,2,41,ball,boat,incong,0,413
139,female,meditate,2,42,hat,shoe,incong,1,270
139,female,meditate,2,43,orange,cup,incong,1,394
139,female,meditate,2,44,drill,bus,incong,1,411
139,female,meditate,2,45,hammer,hammer,cong,1,468
139,female,meditate,2,46,cat,burger,incong,1,580
139,female,meditate,2,47,boat,boat,cong,1,508
139,female,meditate,2,48,anchor,anchor,cong,1,508
139,female,meditate,2,49,cake,lemon,incong,1,271
139,female,meditate,2,50,cherry,spoon,incong,1,482
139,female,meditate,2,51,drill,drill,cong,1,473
139,female,meditate,2,52,boat,horse,incong,0,405
139,female,meditate,2,53,star,moon,incong,1,494
139,female,meditate,2,54,moon,moon,cong,1,472
139,female,meditate,2,55,stapler,orange,incong,1,435
139,female,meditate,2,56,carrot,carrot,cong,1,505
139,female,meditate,2,57,bus,bus,cong,1,406
139,female,meditate,2,58,apple,apple,cong,1,447
139,female,meditate,2,59,fork,fork,cong,1,618
139,female,meditate,2,60,pizza,hat,incong,0,431
140,female,meditate,1,1,drill,drill,cong,1,447
140,female,meditate,1,2,cherry,cherry,cong,1,476
140,female,meditate,1,3,pizza,pizza,cong,1,430
140,female,meditate,1,4,pizza,drill,incong,1,533
140,female,meditate,1,5,cake,pizza,incong,1,508
140,female,meditate,1,6,stapler,stapler,cong,1,434
140,female,meditate,1,7,tree,tree,cong,1,473
140,female,meditate,1,8,drill,lemon,incong,1,518
140,female,meditate,1,9,church,car,incong,1,593
140,female,meditate,1,10,burger,burger,cong,1,460
140,female,meditate,1,11,horse,horse,cong,1,451
140,female,meditate,1,12,apple,orange,incong,1,527
140,female,meditate,1,13,spoon,spoon,cong,1,500
140,female,meditate,1,14,bus,apple,incong,1,560
140,female,meditate,1,15,moon,church,incong,1,520
140,female,meditate,1,16,lemon,moon,incong,1,523
140,female,meditate,1,17,hat,hat,cong,1,438
140,female,meditate,1,18,hammer,hammer,cong,1,448
140,female,meditate,1,19,spoon,fork,incong,1,565
140,female,meditate,1,20,shoe,carrot,incong,1,561
140,female,meditate,1,21,cup,cherry,incong,1,535
140,female,meditate,1,22,cat,cat,cong,1,471
140,female,meditate,1,23,hammer,cake,incong,1,540
140,female,meditate,1,24,fork,stapler,incong,1,519
140,female,meditate,1,25,carrot,star,incong,1,609
140,female,meditate,1,26,plate,cat,incong,1,559
140,female,meditate,1,27,cake,cake,cong,1,449
140,female,meditate,1,28,cherry,scissors,incong,1,490
140,female,meditate,1,29,cup,cup,cong,1,522
140,female,meditate,1,30,plate,plate,cong,1,449
140,female,meditate,2,31,ball,boat,incong,1,436
140,female,meditate,2,32,tree,cup,incong,1,523
140,female,meditate,2,33,apple,apple,cong,1,461
140,female,meditate,2,34,church,church,cong,1,370
140,female,meditate,2,35,orange,ball,incong,1,458
140,female,meditate,2,36,orange,orange,cong,1,472
140,female,meditate,2,37,lemon,lemon,cong,1,439
140,female,meditate,2,38,carrot,carrot,cong,1,480
140,female,meditate,2,39,dog,horse,incong,1,541
140,female,meditate,2,40,scissors,scissors,cong,1,471
140,female,meditate,2,41,fork,fork,cong,1,458
140,female,meditate,2,42,star,star,cong,1,500
140,female,meditate,2,43,bus,bus,cong,1,519
140,female,meditate,2,44,car,car,cong,1,435
140,female,meditate,2,45,boat,boat,cong,1,475
140,female,meditate,2,46,moon,moon,cong,0,380
140,female,meditate,2,47,cat,hat,incong,1,503
140,female,meditate,2,48,dog,dog,cong,1,457
140,female,meditate,2,49,star,spoon,incong,0,457
140,female,meditate,2,50,anchor,anchor,cong,1,501
140,female,meditate,2,51,stapler,shoe,incong,1,506
140,female,meditate,2,52,boat,tree,incong,1,528
140,female,meditate,2,53,burger,dog,incong,1,657
140,female,meditate,2,54,car,burger,incong,1,508
140,female,meditate,2,55,hat,plate,incong,1,608
140,female,meditate,2,56,ball,ball,cong,1,529
140,female,meditate,2,57,anchor,bus,incong,1,485
140,female,meditate,2,58,horse,hammer,incong,1,508
140,female,meditate,2,59,scissors,anchor,incong,1,457
140,female,meditate,2,60,shoe,shoe,cong,1,404
141,male,control,1,1,bus,fork,incong,1,666
141,male,control,1,2,church,pizza,incong,1,649
141,male,control,1,3,burger,burger,cong,1,468
141,male,control,1,4,stapler,star,incong,1,631
141,male,control,1,5,horse,anchor,incong,1,777
141,male,control,1,6,ball,orange,incong,1,678
141,male,control,1,7,hat,tree,incong,1,638
141,male,control,1,8,bus,bus,cong,1,451
141,male,control,1,9,spoon,lemon,incong,1,797
141,male,control,1,10,carrot,carrot,cong,1,487
141,male,control,1,11,shoe,spoon,incong,1,823
141,male,control,1,12,anchor,anchor,cong,1,529
141,male,control,1,13,pizza,drill,incong,1,656
141,male,control,1,14,scissors,ball,incong,1,812
141,male,control,1,15,cup,cup,cong,1,536
141,male,control,1,16,orange,orange,cong,1,442
141,male,control,1,17,cat,cat,cong,1,542
141,male,control,1,18,pizza,pizza,cong,1,415
141,male,control,1,19,lemon,lemon,cong,1,457
141,male,control,1,20,star,moon,incong,1,650
141,male,control,1,21,moon,moon,cong,1,415
141,male,control,1,22,cup,boat,incong,1,639
141,male,control,1,23,anchor,dog,incong,1,662
141,male,control,1,24,shoe,shoe,cong,1,485
141,male,control,1,25,plate,cake,incong,1,782
141,male,control,1,26,cherry,plate,incong,1,660
141,male,control,1,27,cake,cake,cong,1,497
141,male,control,1,28,moon,cup,incong,1,651
141,male,control,1,29,cat,church,incong,1,663
141,male,control,1,30,cherry,cherry,cong,1,554
141,male,control,2,31,hammer,hammer,cong,1,430
141,male,control,2,32,tree,hammer,incong,1,725
141,male,control,2,33,orange,bus,incong,1,761
141,male,control,2,34,car,apple,incong,1,633
141,male,control,2,35,ball,ball,cong,1,447
141,male,control,2,36,plate,plate,cong,1,456
141,male,control,2,37,dog,dog,cong,1,422
141,male,control,2,38,hat,hat,cong,1,456
141,male,control,2,39,cake,shoe,incong,1,640
141,male,control,2,40,fork,burger,incong,1,698
141,male,control,2,41,church,church,cong,1,468
141,male,control,2,42,apple,stapler,incong,1,640
141,male,control,2,43,horse,horse,cong,1,396
141,male,control,2,44,boat,boat,cong,1,479
141,male,control,2,45,dog,cherry,incong,1,673
141,male,control,2,46,tree,tree,cong,1,456
141,male,control,2,47,star,star,cong,1,475
141,male,control,2,48,car,car,cong,1,441
141,male,control,2,49,fork,fork,cong,1,496
141,male,control,2,50,drill,drill,cong,1,480
141,male,control,2,51,drill,cat,incong,1,680
141,male,control,2,52,burger,scissors,incong,1,595
141,male,control,2,53,boat,hat,incong,1,652
141,male,control,2,54,hammer,carrot,incong,0,578
141,male,control,2,55,lemon,horse,incong,0,613
141,male,control,2,56,spoon,spoon,cong,1,532
141,male,control,2,57,scissors,scissors,cong,1,418
141,male,control,2,58,apple,apple,cong,1,407
141,male,control,2,59,carrot,car,incong,1,595
141,male,control,2,60,stapler,stapler,cong,1,485
142,male,control,1,1,cup,cup,cong,1,609
142,male,control,1,2,hat,hat,cong,1,573
142,male,control,1,3,drill,drill,cong,1,560
142,male,control,1,4,church,church,cong,0,561
142,male,control,1,5,pizza,pizza,cong,1,527
142,male,control,1,6,stapler,stapler,cong,1,480
142,male,control,1,7,scissors,scissors,cong,1,476
142,male,control,1,8,cherry,horse,incong,1,551
142,male,control,1,9,burger,burger,cong,1,556
142,male,control,1,10,star,star,cong,1,474
142,male,control,1,11,spoon,dog,incong,0,608
142,male,control,1,12,cat,cat,cong,1,550
142,male,control,1,13,lemon,church,incong,1,509
142,male,control,1,14,fork,cat,incong,1,503
142,male,control,1,15,bus,carrot,incong,1,648
142,male,control,1,16,cake,cake,cong,1,557
142,male,control,1,17,apple,apple,cong,1,470
142,male,control,1,18,anchor,anchor,cong,1,487
142,male,control,1,19,cherry,cherry,cong,1,564
142,male,control,1,20,tree,anchor,incong,1,499
142,male,control,1,21,cup,cup,cong,1,519
142,male,control,1,22,fork,fork,cong,1,568
142,male,control,1,23,shoe,spoon,incong,1,677
142,male,control,1,24,hammer,hammer,cong,0,580
142,male,control,1,25,ball,ball,cong,1,584
142,male,control,1,26,carrot,carrot,cong,1,490
142,male,control,1,27,boat,bus,incong,1,543
142,male,control,1,28,car,car,cong,1,526
142,male,control,1,29,hat,drill,incong,1,545
142,male,control,1,30,anchor,hat,incong,1,499
142,male,control,2,31,bus,bus,cong,1,422
142,male,control,2,32,plate,apple,incong,1,645
142,male,control,2,33,orange,orange,cong,1,747
142,male,control,2,34,moon,moon,cong,1,489
142,male,control,2,35,scissors,fork,incong,1,569
142,male,control,2,36,tree,tree,cong,1,556
142,male,control,2,37,dog,star,incong,1,474
142,male,control,2,38,dog,dog,cong,1,636
142,male,control,2,39,stapler,moon,incong,1,528
142,male,control,2,40,church,hammer,incong,1,443
142,male,control,2,41,burger,shoe,incong,1,573
142,male,control,2,42,cake,burger,incong,1,461
142,male,control,2,43,star,tree,incong,1,506
142,male,control,2,44,car,ball,incong,1,655
142,male,control,2,45,boat,boat,cong,1,452
142,male,control,2,46,horse,plate,incong,1,510
142,male,control,2,47,carrot,orange,incong,1,649
142,male,control,2,48,moon,lemon,incong,1,714
142,male,control,2,49,ball,cake,incong,1,518
142,male,control,2,50,pizza,pizza,cong,1,553
142,male,control,2,51,orange,car,incong,1,694
142,male,control,2,52,horse,horse,cong,0,446
142,male,control,2,53,drill,boat,incong,1,574
142,male,control,2,54,spoon,spoon,cong,1,525
142,male,control,2,55,plate,plate,cong,1,442
142,male,control,2,56,apple,stapler,incong,1,525
142,male,control,2,57,cat,cherry,incong,1,522
142,male,control,2,58,shoe,shoe,cong,1,500
142,male,control,2,59,lemon,lemon,cong,1,519
142,male,control,2,60,hammer,scissors,incong,1,512
143,male,control,1,1,dog,dog,cong,1,494
143,male,control,1,2,spoon,tree,incong,1,783
143,male,control,1,3,star,star,cong,1,790
143,male,control,1,4,anchor,anchor,cong,0,494
143,male,control,1,5,horse,horse,cong,1,479
143,male,control,1,6,apple,apple,cong,1,477
143,male,control,1,7,plate,plate,cong,1,491
143,male,control,1,8,lemon,orange,incong,1,783
143,male,control,1,9,car,boat,incong,1,935
143,male,control,1,10,dog,spoon,incong,1,734
143,male,control,1,11,orange,anchor,incong,1,736
143,male,control,1,12,ball,ball,cong,1,473
143,male,control,1,13,lemon,lemon,cong,1,585
143,male,control,1,14,horse,pizza,incong,1,735
143,male,control,1,15,cake,cake,cong,1,555
143,male,control,1,16,cup,ball,incong,1,792
143,male,control,1,17,stapler,scissors,incong,1,758
143,male,control,1,18,boat,apple,incong,1,750
143,male,control,1,19,cat,cherry,incong,1,748
143,male,control,1,20,pizza,hat,incong,0,765
143,male,control,1,21,fork,cat,incong,1,806
143,male,control,1,22,drill,drill,cong,1,505
143,male,control,1,23,tree,tree,cong,1,555
143,male,control,1,24,moon,moon,cong,1,477
143,male,control,1,25,cake,plate,incong,1,799
143,male,control,1,26,drill,moon,incong,1,739
143,male,control,1,27,boat,boat,cong,1,489
143,male,control,1,28,star,star,cong,1,522
143,male,control,1,29,church,cake,incong,1,850
143,male,control,1,30,pizza,pizza,cong,1,549
143,male,control,2,31,carrot,carrot,cong,0,484
143,male,control,2,32,cherry,cherry,cong,1,507
143,male,control,2,33,cherry,drill,incong,1,685
143,male,control,2,34,cat,cat,cong,1,557
143,male,control,2,35,scissors,scissors,cong,1,576
143,male,control,2,36,bus,stapler,incong,1,929
143,male,control,2,37,shoe,shoe,cong,1,459
143,male,control,2,38,church,church,cong,1,473
143,male,control,2,39,moon,carrot,incong,1,813
143,male,control,2,40,stapler,stapler,cong,1,507
143,male,control,2,41,shoe,fork,incong,1,750
143,male,control,2,42,plate,shoe,incong,1,917
143,male,control,2,43,cup,cup,cong,1,411
143,male,control,2,44,hammer,hammer,cong,1,695
143,male,control,2,45,hammer,hammer,cong,1,579
143,male,control,2,46,anchor,burger,incong,1,699
143,male,control,2,47,hat,lemon,incong,1,777
143,male,control,2,48,fork,fork,cong,1,457
143,male,control,2,49,burger,car,incong,1,826
143,male,control,2,50,scissors,horse,incong,1,729
143,male,control,2,51,burger,burger,cong,1,690
143,male,control,2,52,car,car,cong,1,498
143,male,control,2,53,bus,bus,cong,1,526
143,male,control,2,54,carrot,church,incong,1,707
143,male,control,2,55,orange,orange,cong,1,551
143,male,control,2,56,ball,dog,incong,1,736
143,male,control,2,57,spoon,spoon,cong,1,573
143,male,control,2,58,hat,hat,cong,1,461
143,male,control,2,59,apple,bus,incong,1,671
143,male,control,2,60,tree,cup,incong,1,809
144,male,control,1,1,pizza,pizza,cong,1,499
144,male,control,1,2,ball,hammer,incong,1,712
144,male,control,1,3,star,star,cong,1,542
144,male,control,1,4,anchor,anchor,cong,1,505
144,male,control,1,5,carrot,carrot,cong,1,560
144,male,control,1,6,star,tree,incong,1,664
144,male,control,1,7,boat,carrot,incong,1,700
144,male,control,1,8,horse,star,incong,1,616
144,male,control,1,9,car,car,cong,1,529
144,male,control,1,10,dog,apple,incong,1,603
144,male,control,1,11,lemon,cherry,incong,1,600
144,male,control,1,12,spoon,cup,incong,1,648
144,male,control,1,13,cake,cake,cong,1,506
144,male,control,1,14,cat,dog,incong,1,589
144,male,control,1,15,cake,church,incong,1,682
144,male,control,1,16,tree,tree,cong,0,482
144,male,control,1,17,plate,spoon,incong,1,715
144,male,control,1,18,horse,horse,cong,1,487
144,male,control,1,19,boat,boat,cong,0,530
144,male,control,1,20,cherry,ball,incong,1,588
144,male,control,1,21,church,church,cong,1,481
144,male,control,1,22,shoe,car,incong,1,690
144,male,control,1,23,drill,pizza,incong,1,601
144,male,control,1,24,tree,scissors,incong,1,612
144,male,control,1,25,plate,plate,cong,1,493
144,male,control,1,26,fork,fork,cong,0,539
144,male,control,1,27,apple,orange,incong,1,636
144,male,control,1,28,scissors,hat,incong,1,676
144,male,control,1,29,bus,lemon,incong,0,641
144,male,control,1,30,moon,bus,incong,1,623
144,male,control,2,31,car,anchor,incong,1,675
144,male,control,2,32,shoe,shoe,cong,1,501
144,male,control,2,33,fork,moon,incong,1,580
144,male,control,2,34,anchor,cake,incong,1,601
144,male,control,2,35,cup,cup,cong,1,583
144,male,control,2,36,burger,burger,cong,1,549
144,male,control,2,37,orange,orange,cong,1,597
144,male,control,2,38,cat,cat,cong,1,463
144,male,control,2,39,cherry,cherry,cong,1,451
144,male,control,2,40,spoon,spoon,cong,1,576
144,male,control,2,41,apple,apple,cong,1,421
144,male,control,2,42,hat,fork,incong,1,596
144,male,control,2,43,hammer,burger,incong,1,601
144,male,control,2,44,stapler,boat,incong,1,778
144,male,control,2,45,moon,moon,cong,1,477
144,male,control,2,46,orange,shoe,incong,1,714
144,male,control,2,47,hat,hat,cong,1,482
144,male,control,2,48,church,drill,incong,1,628
144,male,control,2,49,cup,horse,incong,0,534
144,male,control,2,50,burger,stapler,incong,0,610
144,male,control,2,51,carrot,plate,incong,1,680
144,male,control,2,52,bus,bus,cong,1,535
144,male,control,2,53,dog,dog,cong,1,481
144,male,control,2,54,stapler,stapler,cong,1,478
144,male,control,2,55,lemon,lemon,cong,1,482
144,male,control,2,56,scissors,scissors,cong,1,431
144,male,control,2,57,ball,ball,cong,1,445
144,male,control,2,58,pizza,cat,incong,1,594
144,male,control,2,59,hammer,hammer,cong,1,581
144,male,control,2,60,drill,drill,cong,1,586
145,male,control,1,1,hammer,hammer,cong,1,556
145,male,control,1,2,boat,boat,cong,1,568
145,male,control,1,3,cup,cherry,incong,1,719
145,male,control,1,4,dog,dog,cong,1,504
145,male,control,1,5,cup,cup,cong,1,529
145,male,control,1,6,dog,cup,incong,1,660
145,male,control,1,7,cherry,burger,incong,1,674
145,male,control,1,8,apple,apple,cong,1,549
145,male,control,1,9,lemon,moon,incong,1,723
145,male,control,1,10,tree,plate,incong,1,712
145,male,control,1,11,orange,pizza,incong,1,754
145,male,control,1,12,burger,burger,cong,1,533
145,male,control,1,13,moon,moon,cong,1,497
145,male,control,1,14,scissors,scissors,cong,1,499
145,male,control,1,15,pizza,pizza,cong,1,533
145,male,control,1,16,ball,orange,incong,1,745
145,male,control,1,17,stapler,stapler,cong,1,531
145,male,control,1,18,plate,plate,cong,1,542
145,male,control,1,19,car,car,cong,1,499
145,male,control,1,20,tree,tree,cong,1,560
145,male,control,1,21,star,star,cong,1,530
145,male,control,1,22,cake,scissors,incong,1,647
145,male,control,1,23,fork,church,incong,0,730
145,male,control,1,24,cake,cake,cong,1,667
145,male,control,1,25,apple,bus,incong,1,647
145,male,control,1,26,cat,cat,cong,1,540
145,male,control,1,27,plate,boat,incong,1,725
145,male,control,1,28,stapler,fork,incong,1,677
145,male,control,1,29,orange,orange,cong,1,537
145,male,control,1,30,fork,fork,cong,1,623
145,male,control,2,31,star,car,incong,1,799
145,male,control,2,32,drill,drill,cong,1,498
145,male,control,2,33,ball,ball,cong,1,639
145,male,control,2,34,moon,tree,incong,1,845
145,male,control,2,35,hammer,spoon,incong,1,704
145,male,control,2,36,drill,stapler,incong,1,731
145,male,control,2,37,cherry,cherry,cong,1,620
145,male,control,2,38,bus,bus,cong,1,579
145,male,control,2,39,spoon,spoon,cong,1,536
145,male,control,2,40,car,star,incong,1,689
145,male,control,2,41,hat,hat,cong,1,491
145,male,control,2,42,carrot,shoe,incong,1,732
145,male,control,2,43,pizza,cake,incong,0,827
145,male,control,2,44,boat,dog,incong,1,749
145,male,control,2,45,carrot,carrot,cong,1,645
145,male,control,2,46,shoe,ball,incong,1,654
145,male,control,2,47,lemon,lemon,cong,1,538
145,male,control,2,48,anchor,anchor,cong,1,576
145,male,control,2,49,cat,carrot,incong,1,735
145,male,control,2,50,horse,horse,cong,1,539
145,male,control,2,51,church,church,cong,1,698
145,male,control,2,52,anchor,anchor,cong,0,792
145,male,control,2,53,bus,hat,incong,1,826
145,male,control,2,54,church,horse,incong,1,661
145,male,control,2,55,scissors,cat,incong,1,700
145,male,control,2,56,hat,drill,incong,1,736
145,male,control,2,57,spoon,lemon,incong,1,850
145,male,control,2,58,horse,apple,incong,1,904
145,male,control,2,59,burger,hammer,incong,1,696
145,male,control,2,60,shoe,shoe,cong,1,639
146,male,control,1,1,anchor,cat,incong,1,648
146,male,control,1,2,cat,boat,incong,1,605
146,male,control,1,3,boat,carrot,incong,1,664
146,male,control,1,4,horse,ball,incong,1,656
146,male,control,1,5,orange,orange,cong,1,460
146,male,control,1,6,orange,orange,cong,1,606
146,male,control,1,7,car,hat,incong,1,600
146,male,control,1,8,hat,hat,cong,1,525
146,male,control,1,9,cat,cat,cong,1,464
146,male,control,1,10,bus,dog,incong,1,554
146,male,control,1,11,burger,burger,cong,1,478
146,male,control,1,12,plate,stapler,incong,1,604
146,male,control,1,13,lemon,spoon,incong,1,554
146,male,control,1,14,ball,ball,cong,1,543
146,male,control,1,15,church,church,cong,1,472
146,male,control,1,16,shoe,shoe,cong,1,462
146,male,control,1,17,plate,plate,cong,1,507
146,male,control,1,18,spoon,spoon,cong,1,487
146,male,control,1,19,apple,apple,cong,1,511
146,male,control,1,20,church,burger,incong,1,621
146,male,control,1,21,cake,apple,incong,1,628
146,male,control,1,22,cherry,pizza,incong,1,605
146,male,control,1,23,carrot,carrot,cong,1,524
146,male,control,1,24,dog,dog,cong,1,486
146,male,control,1,25,hat,tree,incong,1,649
146,male,control,1,26,hammer,hammer,cong,1,566
146,male,control,1,27,fork,fork,cong,1,497
146,male,control,1,28,ball,anchor,incong,1,647
146,male,control,1,29,carrot,horse,incong,1,610
146,male,control,1,30,stapler,stapler,cong,1,466
146,male,control,2,31,tree,scissors,incong,1,568
146,male,control,2,32,dog,hammer,incong,1,535
146,male,control,2,33,cup,cup,cong,1,493
146,male,control,2,34,pizza,pizza,cong,1,500
146,male,control,2,35,lemon,lemon,cong,1,442
146,male,control,2,36,boat,boat,cong,0,486
146,male,control,2,37,horse,horse,cong,1,520
146,male,control,2,38,star,star,cong,1,607
146,male,control,2,39,burger,church,incong,1,509
146,male,control,2,40,moon,bus,incong,1,702
146,male,control,2,41,apple,cake,incong,1,672
146,male,control,2,42,car,car,cong,1,509
146,male,control,2,43,anchor,anchor,cong,1,432
146,male,control,2,44,fork,fork,cong,1,607
146,male,control,2,45,scissors,cup,incong,1,675
146,male,control,2,46,cherry,cherry,cong,1,414
146,male,control,2,47,star,star,cong,1,435
146,male,control,2,48,cake,cake,cong,1,426
146,male,control,2,49,cup,car,incong,1,490
146,male,control,2,50,hammer,plate,incong,1,669
146,male,control,2,51,tree,tree,cong,1,531
146,male,control,2,52,bus,bus,cong,1,440
146,male,control,2,53,drill,drill,cong,1,435
146,male,control,2,54,spoon,cherry,incong,1,510
146,male,control,2,55,shoe,lemon,incong,1,711
146,male,control,2,56,drill,moon,incong,1,592
146,male,control,2,57,scissors,scissors,cong,1,479
146,male,control,2,58,pizza,drill,incong,1,547
146,male,control,2,59,moon,moon,cong,1,505
146,male,control,2,60,stapler,shoe,incong,1,652
147,male,control,1,1,fork,cup,incong,1,544
147,male,control,1,2,apple,apple,cong,1,509
147,male,control,1,3,hat,hat,cong,1,508
147,male,control,1,4,plate,boat,incong,1,603
147,male,control,1,5,tree,tree,cong,1,453
147,male,control,1,6,star,star,cong,1,425
147,male,control,1,7,pizza,pizza,cong,1,431
147,male,control,1,8,spoon,spoon,cong,1,416
147,male,control,1,9,cup,cup,cong,1,497
147,male,control,1,10,cake,ball,incong,1,631
147,male,control,1,11,cherry,church,incong,1,545
147,male,control,1,12,carrot,carrot,cong,1,495
147,male,control,1,13,shoe,shoe,cong,1,558
147,male,control,1,14,apple,tree,incong,1,623
147,male,control,1,15,bus,bus,cong,1,418
147,male,control,1,16,boat,car,incong,1,499
147,male,control,1,17,horse,horse,cong,1,453
147,male,control,1,18,anchor,stapler,incong,1,536
147,male,control,1,19,dog,dog,cong,1,417
147,male,control,1,20,hat,scissors,incong,1,530
147,male,control,1,21,boat,boat,cong,1,473
147,male,control,1,22,orange,plate,incong,1,758
147,male,control,1,23,shoe,drill,incong,1,612
147,male,control,1,24,cat,hat,incong,1,591
147,male,control,1,25,burger,burger,cong,1,430
147,male,control,1,26,scissors,cake,incong,1,698
147,male,control,1,27,horse,spoon,incong,1,505
147,male,control,1,28,ball,ball,cong,1,425
147,male,control,1,29,cake,cake,cong,1,534
147,male,control,1,30,car,cherry,incong,1,592
147,male,control,2,31,drill,drill,cong,1,452
147,male,control,2,32,moon,dog,incong,1,442
147,male,control,2,33,cup,anchor,incong,1,424
147,male,control,2,34,hammer,shoe,incong,1,501
147,male,control,2,35,scissors,scissors,cong,1,328
147,male,control,2,36,dog,lemon,incong,1,435
147,male,control,2,37,carrot,burger,incong,1,569
147,male,control,2,38,stapler,pizza,incong,1,647
